"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"1987-08-14",,3.731,7.811,13.1,150,2.105,6.536,26.05
"1987-08-17",,3.731,7.811,13.09,149.92,2.106,6.543,26.01
"1987-08-18",,3.731,7.81,13.04,146.07,2.104,6.452,25.96
"1987-08-19",,3.731,7.808,13.08,145.1,2.104,6.443,25.88
"1987-08-20",,3.731,7.809,13.07,144.15,2.113,6.417,25.82
"1987-08-21",,3.731,7.807,13.06,142.75,2.105,6.386,25.84
"1987-08-24",,3.731,7.808,13.06,142,2.106,6.377,25.75
"1987-08-25",,3.731,7.807,13.07,143.22,2.108,6.407,25.77
"1987-08-26",,3.731,7.809,13.09,143.05,2.108,6.412,25.82
"1987-08-27",,3.731,7.808,13.05,142.05,2.106,6.384,25.79
"1987-08-28",,3.731,7.809,13.05,142,2.107,6.38,25.74
"1987-08-31",,3.731,7.808,13.05,141.75,2.104,6.376,25.74
"1987-09-01",,3.731,7.808,12.98,141.83,2.104,6.379,25.8
"1987-09-02",,3.731,7.808,12.95,141.03,2.101,6.356,25.8
"1987-09-03",,3.731,7.804,12.94,141.03,2.099,6.334,25.8
"1987-09-04",,3.731,7.801,12.93,141.75,2.094,6.345,25.8
"1987-09-08",,3.731,7.799,12.9,141.75,2.088,6.331,25.69
"1987-09-09",,3.731,7.799,12.92,141.6,2.087,6.351,25.69
"1987-09-10",,3.731,7.799,12.96,142.57,2.092,6.375,25.71
"1987-09-11",,3.731,7.796,12.95,142.8,2.09,6.356,25.72
"1987-09-14",,3.731,7.8,13,144.5,2.093,6.411,25.75
"1987-09-15",,3.731,7.801,13,144.05,2.093,6.394,25.78
"1987-09-16",,3.731,7.803,12.99,144.36,2.092,6.385,25.76
"1987-09-17",,3.731,7.805,12.98,143.4,2.091,6.383,25.77
"1987-09-18",,3.731,7.801,12.95,142.67,2.086,6.362,25.75
"1987-09-21",,3.731,7.805,12.96,143.55,2.089,6.385,25.74
"1987-09-22",,3.731,7.806,13,144.15,2.09,6.403,25.75
"1987-09-23",,3.731,7.807,13.04,143.9,2.093,6.405,25.78
"1987-09-24",,3.731,7.805,13.03,143.73,2.092,6.402,25.78
"1987-09-25",,3.731,7.806,13.07,143.67,2.091,6.399,25.76
"1987-09-28",,3.731,7.807,13.07,144.07,2.092,6.408,25.79
"1987-09-29",,3.731,7.808,13.13,146.2,2.095,6.451,25.8
"1987-09-30",,3.731,7.808,13.11,146.5,2.091,6.458,25.85
"1987-10-01",,3.731,7.809,13.11,146.9,2.094,6.478,25.9
"1987-10-02",,3.731,7.809,13.08,146.4,2.098,6.46,25.86
"1987-10-05",,3.731,7.81,13.1,146.85,2.101,6.46,25.87
"1987-10-06",,3.731,7.809,13.06,146.71,2.098,6.437,25.88
"1987-10-07",,3.731,7.809,13.06,145.65,2.098,6.413,25.87
"1987-10-08",,3.731,7.807,13.08,144.89,2.098,6.402,25.83
"1987-10-09",,3.731,7.809,13.06,143.85,2.095,6.378,25.8
"1987-10-13",,3.731,7.807,13.08,143.75,2.097,6.398,25.78
"1987-10-14",,3.731,7.808,13.05,142.75,2.095,6.369,25.82
"1987-10-15",,3.731,7.803,13.05,142.15,2.092,6.345,25.77
"1987-10-16",,3.731,7.803,13.07,142.75,2.092,6.356,25.76
"1987-10-19",,3.731,7.799,12.99,141.83,2.086,6.308,25.69
"1987-10-20",,3.731,7.809,13.03,143.9,2.095,6.379,25.78
"1987-10-21",,3.731,7.808,13.06,144.2,2.092,6.375,25.81
"1987-10-22",,3.731,7.814,13.04,144.68,2.086,6.398,25.82
"1987-10-23",,3.731,7.813,13.02,142.85,2.086,6.32,25.82
"1987-10-26",,3.731,7.811,12.99,142.2,2.078,6.29,25.73
"1987-10-27",,3.731,7.81,12.99,141.58,2.078,6.27,25.74
"1987-10-28",,3.731,7.808,12.99,139.18,2.076,6.242,25.7
"1987-10-29",,3.731,7.807,13,138.25,2.069,6.2,25.61
"1987-10-30",,3.731,7.804,12.99,138.4,2.071,6.2,25.61
"1987-11-02",,3.731,7.811,13,137,2.066,6.16,25.59
"1987-11-03",,3.731,7.813,13.01,137.38,2.062,6.16,25.58
"1987-11-04",,3.731,7.811,12.99,137.28,2.059,6.15,25.58
"1987-11-05",,3.731,7.807,12.93,134.7,2.051,6,25.54
"1987-11-06",,3.731,7.808,12.9,135.4,2.047,6.06,25.47
"1987-11-09",,3.731,7.808,12.88,134.3,2.05,6.014,25.49
"1987-11-10",,3.731,7.809,12.86,134.55,2.047,6.025,25.46
"1987-11-12",,3.731,7.803,13.04,136.45,2.047,6.11,25.47
"1987-11-13",,3.731,7.801,13.01,135.85,2.048,6.098,25.47
"1987-11-16",,3.731,7.807,13.14,136.6,2.051,6.135,25.53
"1987-11-17",,3.731,7.803,13.04,135.72,2.047,6.101,25.54
"1987-11-18",,3.731,7.796,13,135.55,2.044,6.097,25.51
"1987-11-19",,3.731,7.785,12.96,135.15,2.033,6.083,25.48
"1987-11-20",,3.731,7.761,12.92,135.45,2.029,6.08,25.49
"1987-11-23",,3.731,7.788,12.95,134.73,2.029,6.044,25.49
"1987-11-24",,3.731,7.793,13.02,135.52,2.034,6.085,25.48
"1987-11-25",,3.731,7.788,13,134.8,2.038,6.036,25.46
"1987-11-27",,3.731,7.78,12.93,133.7,2.035,6.015,25.41
"1987-11-30",,3.731,7.77,12.89,132.42,2.027,5.961,25.37
"1987-12-01",,3.731,7.769,12.94,133,2.03,5.987,25.36
"1987-12-02",,3.731,7.77,12.97,132.7,2.03,6.003,25.39
"1987-12-03",,3.731,7.771,12.98,132.9,2.033,6.028,25.39
"1987-12-04",,3.731,7.77,12.95,132.85,2.027,6.045,25.39
"1987-12-07",,3.731,7.787,13,132.8,2.035,6.05,25.39
"1987-12-08",,3.731,7.783,13.05,132.72,2.036,6.04,25.39
"1987-12-09",,3.731,7.776,12.99,132.4,2.033,6.022,25.39
"1987-12-10",,3.731,7.775,12.94,129.4,2.023,5.957,
"1987-12-11",,3.731,7.77,12.94,128.5,2.013,5.94,25.25
"1987-12-14",,3.731,7.751,12.89,128.02,2.007,5.938,25.23
"1987-12-15",,3.731,7.756,12.91,127.6,2.002,5.94,25.23
"1987-12-16",,3.731,7.772,12.95,127.28,1.997,5.947,25.22
"1987-12-17",,3.731,7.768,12.9,126.25,2.007,5.92,25.18
"1987-12-18",,3.731,7.79,12.9,127.1,2.005,5.94,25.18
"1987-12-21",,3.731,7.783,12.94,127.08,2.005,5.948,25.22
"1987-12-22",,3.731,7.785,12.96,126.55,2.003,5.936,25.19
"1987-12-23",,3.731,7.773,13,126.75,2.003,5.944,
"1987-12-24",,3.731,7.77,13,126.12,2.002,5.936,
"1987-12-28",,3.731,7.775,12.92,123.15,1.996,5.84,25.08
"1987-12-29",,3.731,7.777,12.82,123.5,2.001,5.845,25.08
"1987-12-30",,3.731,7.764,12.86,123.4,1.997,5.839,25.09
"1987-12-31",,3.731,7.762,12.75,121.25,1.997,5.795,25.09
"1988-01-04",,3.731,7.769,12.88,122.7,2.002,5.807,24.99
"1988-01-05",,3.731,7.79,12.99,126.9,2.018,5.905,25.09
"1988-01-06",,3.731,7.782,13.1,129.65,2.035,5.977,25.25
"1988-01-07",,3.731,7.783,13.05,128.58,2.035,5.94,25.25
"1988-01-08",,3.731,7.778,13.09,129.15,2.04,5.969,25.32
"1988-01-11",,3.731,7.778,13.02,128.2,2.023,5.941,25.17
"1988-01-12",,3.731,7.781,13.03,127.38,2.025,5.935,25.27
"1988-01-13",,3.731,7.778,12.99,126.65,2.029,5.929,25.23
"1988-01-14",,3.731,7.783,13.06,126.73,2.029,5.929,25.22
"1988-01-15",,3.731,7.795,13.13,130.5,2.035,6.05,25.2
"1988-01-19",,3.731,7.791,13.08,128.6,2.042,6.031,25.35
"1988-01-20",,3.731,7.79,13.04,127.75,2.023,5.988,25.32
"1988-01-21",,3.731,7.791,12.99,127.2,2.022,5.991,25.26
"1988-01-22",,3.731,7.794,13.03,127.85,2.026,6.02,25.26
"1988-01-25",,3.731,7.797,13.05,127.78,2.026,6.029,25.26
"1988-01-26",,3.731,7.797,13.04,127.88,2.023,6.032,25.27
"1988-01-27",,3.731,7.806,13.05,127.6,2.022,6.015,25.27
"1988-01-28",,3.731,7.801,13.05,127.17,2.019,6.005,25.24
"1988-01-29",,3.731,7.775,13.08,127.75,2.023,6.032,25.25
"1988-02-01",,3.731,7.803,13.1,129.38,2.027,6.068,25.25
"1988-02-02",,3.731,7.801,13.1,128.28,2.025,6.06,25.31
"1988-02-03",,3.731,7.803,13.03,127.9,2.022,6.045,25.31
"1988-02-04",,3.731,7.797,13.07,128.5,2.021,6.057,25.31
"1988-02-05",,3.731,7.798,13.06,129.05,2.019,6.07,25.29
"1988-02-08",,3.731,7.803,13.11,128.6,2.019,6.07,25.33
"1988-02-09",,3.731,7.805,13.11,129.18,2.022,6.074,25.33
"1988-02-10",,3.731,7.802,13.06,129.02,2.019,6.05,25.33
"1988-02-11",,3.731,7.796,13.04,129.14,2.016,6.048,25.32
"1988-02-12",,3.731,7.799,13.11,131.15,2.024,6.1,25.33
"1988-02-16",,3.731,7.793,13.09,130.25,2.02,6.098,25.38
"1988-02-17",,3.731,7.791,13.08,130.3,2.019,6.07,25.38
"1988-02-18",,3.731,7.792,13.07,130.23,2.018,6.083,
"1988-02-19",,3.731,7.791,13.07,130.05,2.018,6.075,
"1988-02-22",,3.731,7.795,13.03,129.28,2.011,6.04,25.37
"1988-02-23",,3.731,7.796,13.03,128.78,2.015,6.025,25.33
"1988-02-24",,3.731,7.795,13.03,128.8,2.016,6.023,25.32
"1988-02-25",,3.731,7.801,13.03,128.8,2.015,6.013,25.31
"1988-02-26",,3.731,7.798,13.02,128.19,2.013,5.99,25.32
"1988-02-29",,3.731,7.801,13.06,128.45,2.015,5.992,25.32
"1988-03-01",,3.731,7.8,13.06,128.27,2.015,5.993,25.32
"1988-03-02",,3.731,7.8,13.06,129.2,2.015,6.008,25.32
"1988-03-03",,3.731,7.8,13.07,129.25,2.017,6.024,25.21
"1988-03-04",,3.731,7.801,13.07,128.75,2.017,6.006,25.32
"1988-03-07",,3.731,7.799,12.97,128.17,2.013,5.958,25.3
"1988-03-08",,3.731,7.802,12.85,128.09,2.014,5.931,25.26
"1988-03-09",,3.731,7.804,12.87,128.02,2.015,5.92,25.26
"1988-03-10",,3.731,7.803,12.93,128.1,2.014,5.935,25.26
"1988-03-11",,3.731,7.8,12.9,127.38,2.015,5.92,25.24
"1988-03-14",,3.731,7.8,12.89,126.92,2.014,5.923,25.22
"1988-03-15",,3.731,7.801,12.92,127.15,2.014,5.93,25.22
"1988-03-16",,3.731,7.801,12.93,127.43,2.015,5.945,25.22
"1988-03-17",,3.731,7.802,12.94,128.65,2.019,5.985,25.23
"1988-03-18",,3.731,7.802,13,128.35,2.018,5.995,25.26
"1988-03-21",,3.731,7.805,13,127.08,2.017,5.985,25.26
"1988-03-22",,3.731,7.807,13.02,127.12,2.018,5.988,25.22
"1988-03-23",,3.731,7.809,13.02,126.8,2.018,5.973,25.23
"1988-03-24",,3.731,7.807,13.02,125.75,2.012,5.946,25.22
"1988-03-25",,3.731,7.806,13.03,125.35,2.012,5.93,25.17
"1988-03-28",,3.731,7.805,13,124.2,2.006,5.891,25.14
"1988-03-29",,3.731,7.807,12.96,124.65,2.007,5.894,25.12
"1988-03-30",,3.731,7.805,13.05,124.84,2.007,5.898,25.17
"1988-03-31",,3.731,7.802,12.96,124.1,2.001,5.871,25.16
"1988-04-01",,3.731,7.805,13,124,2,5.87,
"1988-04-04",,3.731,7.806,12.96,124.4,2.001,5.878,25.16
"1988-04-05",,3.731,7.805,13.09,125.18,2.003,5.901,25.16
"1988-04-06",,3.731,7.81,13.09,125.5,2.004,5.918,25.14
"1988-04-07",,3.731,7.809,13.16,125.82,2.007,5.93,25.18
"1988-04-08",,3.731,7.81,13.12,125.55,2.003,5.91,25.18
"1988-04-11",,3.731,7.814,13.17,126.68,2.01,5.94,25.18
"1988-04-12",,3.731,7.812,13.22,126.56,2.01,5.94,25.22
"1988-04-13",,3.731,7.809,13.26,126.33,2.007,5.95,25.22
"1988-04-14",,3.731,7.809,13.2,123.65,2.007,5.88,25.23
"1988-04-15",,3.731,7.81,13.12,123.88,2.003,5.865,25.14
"1988-04-18",,3.731,7.812,13.1,124.06,2.003,5.845,25.13
"1988-04-19",,3.731,7.813,13.17,124.18,2.003,5.858,25.15
"1988-04-20",,3.731,7.813,13.16,123.98,2.003,5.858,25.15
"1988-04-21",,3.731,7.814,13.16,124.15,2.003,5.853,25.16
"1988-04-22",,3.731,7.813,13.2,124.7,2.004,5.88,25.16
"1988-04-25",,3.731,7.816,13.23,124.82,2.006,5.89,25.18
"1988-04-26",,3.731,7.817,13.2,124.79,2.004,5.885,25.18
"1988-04-27",,3.731,7.821,13.27,125.1,2.006,5.886,25.18
"1988-04-28",,3.731,7.817,13.22,124.6,2.003,5.863,25.17
"1988-04-29",,3.731,7.818,13.21,124.92,2.005,5.875,25.15
"1988-05-02",,3.731,7.823,13.3,124.95,2.004,5.89,25.15
"1988-05-03",,3.731,7.825,13.28,124.88,2.005,5.88,25.17
"1988-05-04",,3.731,7.82,13.28,125,2.006,5.89,25.17
"1988-05-05",,3.731,7.81,13.27,124.65,2.004,5.885,25.17
"1988-05-06",,3.731,7.814,13.28,124.88,2.006,5.896,25.17
"1988-05-09",,3.731,7.814,13.25,124.82,2.007,5.888,25.16
"1988-05-10",,3.731,7.811,13.26,124.44,2.007,5.878,25.16
"1988-05-11",,3.731,7.813,13.24,124.25,2.005,5.863,25.16
"1988-05-12",,3.731,7.816,13.28,124.39,2.006,5.877,25.15
"1988-05-13",,3.731,7.815,13.25,124.68,2.006,5.88,25.15
"1988-05-16",,3.731,7.81,13.26,124.95,2.007,5.891,25.16
"1988-05-17",,3.731,7.815,13.33,125.73,2.015,5.935,25.17
"1988-05-18",,3.731,7.816,13.31,125.4,2.015,5.937,25.21
"1988-05-19",,3.731,7.819,13.33,124.87,2.015,5.923,25.18
"1988-05-20",,3.731,7.816,13.37,124.84,2.015,5.929,25.18
"1988-05-23",,3.731,7.816,13.36,124.55,2.015,5.923,25.18
"1988-05-24",,3.731,7.817,13.34,124.35,2.017,5.92,25.17
"1988-05-25",,3.731,7.815,13.39,124.35,2.018,5.925,25.16
"1988-05-26",,3.731,7.816,13.39,124.44,2.018,5.938,25.17
"1988-05-27",,3.731,7.816,13.39,125,2.018,5.955,25.17
"1988-05-31",,3.731,7.814,13.47,125.11,2.021,5.993,25.21
"1988-06-01",,3.731,7.815,13.51,125.2,2.021,6.01,25.22
"1988-06-02",,3.731,7.815,13.59,126.55,2.024,6.038,25.23
"1988-06-03",,3.731,7.816,13.58,125.97,2.022,6.039,25.23
"1988-06-06",,3.731,7.818,13.6,126.18,2.023,6.016,25.25
"1988-06-07",,3.731,7.817,13.6,125.72,2.019,5.993,25.22
"1988-06-08",,3.731,7.812,13.58,125.25,2.018,5.993,25.2
"1988-06-09",,3.731,7.812,13.59,125.2,2.022,6.004,25.21
"1988-06-10",,3.731,7.812,13.62,124.92,2.012,6.008,25.18
"1988-06-13",,3.731,7.81,13.61,125.2,2.019,6.03,25.18
"1988-06-14",,3.731,7.806,13.68,126.4,2.027,6.08,25.2
"1988-06-15",,3.731,7.808,13.77,126.27,2.027,6.085,25.26
"1988-06-16",,3.731,7.803,13.76,125.78,2.025,6.088,25.26
"1988-06-17",,3.731,7.804,13.85,125.87,2.028,6.095,25.24
"1988-06-20",,3.731,7.804,13.82,126.25,2.03,6.105,25.24
"1988-06-21",,3.731,7.801,13.82,126.47,2.03,6.105,25.25
"1988-06-22",,3.731,7.802,13.9,128.63,2.035,6.156,25.26
"1988-06-23",,3.731,7.801,13.97,128.67,2.035,6.184,25.34
"1988-06-24",,3.731,7.802,13.98,130.6,2.037,6.269,25.34
"1988-06-27",,3.731,7.8,14.17,130.88,2.043,6.268,25.44
"1988-06-28",,3.731,7.798,14.08,130.95,2.037,6.231,25.44
"1988-06-29",,3.731,7.804,14.14,133.75,2.049,6.284,25.49
"1988-06-30",,3.731,7.804,14.07,133.53,2.047,6.285,25.49
"1988-07-01",,3.731,7.81,14.14,134.1,2.05,6.3,25.49
"1988-07-05",,3.731,7.819,14.12,134.29,2.055,6.299,25.57
"1988-07-06",,3.731,7.817,14.02,133.6,2.051,6.285,25.56
"1988-07-07",,3.731,7.814,14.02,131.77,2.042,6.267,25.49
"1988-07-08",,3.731,7.816,14.02,133.23,2.048,6.313,25.48
"1988-07-11",,3.731,7.819,14.07,132.9,2.05,6.358,25.53
"1988-07-12",,3.731,7.819,14.07,132.63,2.049,6.33,25.53
"1988-07-13",,3.731,7.819,14.06,132.9,2.051,6.352,25.5
"1988-07-14",,3.731,7.818,14.09,133.13,2.049,6.361,25.52
"1988-07-15",,3.731,7.817,14.1,135.3,2.054,6.448,25.55
"1988-07-18",,3.731,7.817,14.08,134.75,2.053,6.46,25.61
"1988-07-19",,3.731,7.817,14.06,133.9,2.05,6.408,25.58
"1988-07-20",,3.731,7.811,14.06,133.18,2.045,6.368,25.58
"1988-07-21",,3.731,7.811,14.04,132.25,2.04,6.334,25.55
"1988-07-22",,3.731,7.81,14.06,130.7,2.036,6.3,25.48
"1988-07-25",,3.731,7.805,14.06,132.1,2.039,6.355,25.44
"1988-07-26",,3.731,7.807,14.11,132.55,2.039,6.389,25.5
"1988-07-27",,3.731,7.809,14.1,131.7,2.038,6.355,25.52
"1988-07-28",,3.731,7.81,14.14,132.4,2.038,6.385,25.49
"1988-07-29",,3.731,7.807,14.17,133.05,2.043,6.419,25.49
"1988-08-01",,3.731,7.806,14.18,132.8,2.046,6.438,25.56
"1988-08-02",,3.731,7.807,14.16,132.92,2.047,6.447,25.53
"1988-08-03",,3.731,7.807,14.17,132.87,2.047,6.444,25.55
"1988-08-04",,3.731,7.806,14.17,133.02,2.048,6.448,25.55
"1988-08-05",,3.731,7.808,14.19,133.68,2.049,6.471,25.56
"1988-08-08",,3.731,7.806,14.16,133.75,2.045,6.508,25.56
"1988-08-09",,3.731,7.806,14.17,134.75,2.048,6.543,25.56
"1988-08-10",,3.731,7.804,14.19,134.45,2.045,6.55,25.63
"1988-08-11",,3.731,7.804,14.17,133.86,2.043,6.515,25.59
"1988-08-12",,3.731,7.804,14.14,133.15,2.037,6.474,25.59
"1988-08-15",,3.731,7.805,14.15,133.25,2.039,6.479,25.52
"1988-08-16",,3.731,7.805,14.12,132.92,2.036,6.442,25.52
"1988-08-17",,3.731,7.806,14.19,134.07,2.041,6.54,25.55
"1988-08-18",,3.731,7.805,14.2,133.35,2.037,6.505,25.58
"1988-08-19",,3.731,7.804,14.22,133.45,2.038,6.491,25.55
"1988-08-22",,3.731,7.806,14.35,134.1,2.04,6.57,25.57
"1988-08-23",,3.731,7.805,14.3,133.85,2.041,6.535,25.58
"1988-08-24",,3.731,7.804,14.29,134.25,2.039,6.512,25.59
"1988-08-25",,3.731,7.804,14.23,133.35,2.035,6.454,25.56
"1988-08-26",,3.731,7.805,14.28,133.66,2.035,6.436,25.52
"1988-08-29",,3.731,7.803,14.28,134.13,2.04,6.465,25.52
"1988-08-30",,3.731,7.804,14.32,134.47,2.039,6.462,25.57
"1988-08-31",,3.731,7.806,14.36,136.52,2.045,6.493,25.57
"1988-09-01",,3.731,7.807,14.41,136.35,2.045,6.491,25.61
"1988-09-02",,3.731,7.807,14.44,136.1,2.045,6.456,25.62
"1988-09-06",,3.731,7.813,14.39,135.3,2.039,6.405,25.59
"1988-09-07",,3.731,7.809,14.38,133.67,2.039,6.405,25.54
"1988-09-08",,3.731,7.809,14.4,133.87,2.041,6.418,25.52
"1988-09-09",,3.731,7.809,14.43,133.62,2.035,6.42,25.5
"1988-09-12",,3.731,7.811,14.4,133.5,2.035,6.412,25.52
"1988-09-13",,3.731,7.811,14.43,133.3,2.038,6.413,25.5
"1988-09-14",,3.731,7.811,14.44,134.6,2.045,6.483,25.51
"1988-09-15",,3.731,7.811,14.48,133.67,2.046,6.475,25.55
"1988-09-16",,3.731,7.811,14.51,134.3,2.045,6.485,25.53
"1988-09-19",,3.731,7.813,14.52,133.55,2.039,6.435,25.54
"1988-09-20",,3.731,7.812,14.49,133.9,2.04,6.418,25.53
"1988-09-21",,3.731,7.812,14.56,134.25,2.04,6.445,25.53
"1988-09-22",,3.731,7.812,14.6,134.63,2.041,6.463,25.53
"1988-09-23",,3.731,7.813,14.58,134.47,2.041,6.453,25.57
"1988-09-26",,3.731,7.813,14.6,134.65,2.043,6.475,25.57
"1988-09-27",,3.731,7.812,14.57,134.45,2.042,6.46,25.57
"1988-09-28",,3.731,7.812,14.56,134.23,2.04,6.453,25.57
"1988-09-29",,3.731,7.809,14.54,134.36,2.041,6.455,25.55
"1988-09-30",,3.731,7.811,14.55,133.9,2.041,6.425,25.57
"1988-10-03",,3.731,7.813,14.56,133.65,2.04,6.398,25.54
"1988-10-04",,3.731,7.813,14.56,133.26,2.039,6.394,25.51
"1988-10-05",,3.731,7.815,14.59,133.5,2.041,6.392,25.52
"1988-10-06",,3.731,7.814,14.57,133.41,2.04,6.395,25.52
"1988-10-07",,3.731,7.817,14.56,133.3,2.039,6.384,25.52
"1988-10-11",,3.731,7.818,14.62,131.07,2.035,6.348,25.46
"1988-10-12",,3.731,7.817,14.7,128.96,2.033,6.298,25.45
"1988-10-13",,3.731,7.815,14.67,128.03,2.023,6.258,25.35
"1988-10-14",,3.731,7.815,14.72,127.15,2.023,6.249,25.33
"1988-10-17",,3.731,7.812,14.73,127.28,2.022,6.244,25.28
"1988-10-18",,3.731,7.814,14.74,126.67,2.019,6.227,25.31
"1988-10-19",,3.731,7.814,14.76,127.3,2.019,6.245,25.31
"1988-10-20",,3.731,7.814,14.75,127.2,2.01,6.225,25.31
"1988-10-21",,3.731,7.813,14.75,126.35,2.009,6.18,25.28
"1988-10-24",,3.731,7.812,14.78,126.83,2.008,6.175,25.28
"1988-10-25",,3.731,7.811,14.8,126.7,2.007,6.215,25.29
"1988-10-26",,3.731,7.81,14.82,125.7,2.002,6.195,25.28
"1988-10-27",,3.731,7.81,14.88,125.9,2,6.192,25.24
"1988-10-28",,3.731,7.812,14.87,125.85,2.002,6.18,25.26
"1988-10-31",,3.731,7.811,14.97,125.5,1.997,6.195,25.26
"1988-11-01",,3.731,7.812,14.88,125.3,2.003,6.2,25.25
"1988-11-02",,3.731,7.813,14.89,124.6,1.997,6.18,25.21
"1988-11-03",,3.731,7.811,14.9,124.2,1.985,6.164,25.2
"1988-11-04",,3.731,7.811,14.95,125.32,1.985,6.218,25.17
"1988-11-07",,3.731,7.814,14.99,124.72,1.977,6.19,25.24
"1988-11-08",,3.731,7.814,14.98,125.57,1.977,6.196,25.21
"1988-11-09",,3.731,7.812,14.94,124.25,1.968,6.133,25.25
"1988-11-10",,3.731,7.81,14.96,123.98,1.969,6.128,25.18
"1988-11-14",,3.731,7.803,14.96,123.43,1.954,6.088,25.11
"1988-11-15",,3.731,7.812,14.97,123.42,1.952,6.085,25.15
"1988-11-16",,3.731,7.808,14.94,122.55,1.949,6.04,25.15
"1988-11-17",,3.731,7.805,14.95,122.73,1.952,6.064,25.09
"1988-11-18",,3.731,7.806,15.06,122.65,1.95,6.072,25.1
"1988-11-21",,3.731,7.809,15.06,121.95,1.948,6.044,25.12
"1988-11-22",,3.731,7.811,15.02,121.35,1.946,6.023,25.09
"1988-11-23",,3.731,7.811,15,121.3,1.944,6.006,25.07
"1988-11-25",,3.731,7.808,14.99,121.1,1.941,6.004,25.05
"1988-11-28",,3.731,7.809,14.98,122.22,1.947,6.04,25.08
"1988-11-29",,3.731,7.807,14.95,121.5,1.941,6.02,25.11
"1988-11-30",,3.731,7.805,14.95,121.9,1.949,6.042,25.08
"1988-12-01",,3.731,7.805,14.9,121.6,1.953,6.024,25.07
"1988-12-02",,3.731,7.803,14.87,121.47,1.948,6.02,25.09
"1988-12-05",,3.731,7.801,14.95,121.5,1.941,6.001,25.19
"1988-12-06",,3.731,7.796,14.97,121.75,1.943,6.015,25.07
"1988-12-07",,3.731,7.799,15.09,123.5,1.947,6.09,25.09
"1988-12-08",,3.731,7.802,15,122.57,1.942,6.048,25.15
"1988-12-09",,3.731,7.807,15.05,122.35,1.941,6.025,25.11
"1988-12-12",,3.731,7.809,15.05,122.85,1.938,6.05,25.11
"1988-12-13",,3.731,7.809,15.09,123.15,1.939,6.067,25.13
"1988-12-14",,3.731,7.809,15.04,122.71,1.939,6.045,25.14
"1988-12-15",,3.731,7.808,15.03,123.37,1.941,6.068,25.14
"1988-12-16",,3.731,7.809,15.06,124.5,1.947,6.119,25.14
"1988-12-19",,3.731,7.808,15.01,124.1,1.943,6.121,25.14
"1988-12-20",,3.731,7.808,15.06,125.1,1.949,6.163,
"1988-12-21",,3.731,7.809,15.03,124.35,1.945,6.13,25.26
"1988-12-22",,3.731,7.808,15.04,124.71,1.945,6.137,
"1988-12-23",,3.731,7.808,15.03,124.85,1.945,6.139,
"1988-12-27",,3.731,7.808,15.03,124.85,1.945,6.138,25.2
"1988-12-28",,3.731,7.811,15.09,125.58,1.948,6.173,25.2
"1988-12-29",,3.731,7.808,15.02,125.85,1.946,6.163,25.2
"1988-12-30",,3.731,7.809,14.99,125.05,1.945,6.131,25.2
"1989-01-03",,3.731,7.808,15.02,123.6,1.938,6.096,25.21
"1989-01-04",,3.731,7.809,15.08,125.05,1.942,6.16,25.18
"1989-01-05",,3.731,7.809,15.05,125.59,1.941,6.18,25.23
"1989-01-06",,3.731,7.81,15.07,126.62,1.941,6.23,25.27
"1989-01-09",,3.731,7.81,15.1,126.45,1.944,6.264,25.29
"1989-01-10",,3.731,7.808,15.07,126.3,1.942,6.275,25.28
"1989-01-11",,3.731,7.806,15.05,126.13,1.941,6.25,25.32
"1989-01-12",,3.731,7.807,15.06,126.17,1.942,6.25,25.32
"1989-01-13",,3.731,7.807,15.04,126.7,1.942,6.27,25.31
"1989-01-17",,3.731,7.806,15.09,127.75,1.945,6.312,25.34
"1989-01-18",,3.731,7.805,15.09,128.5,1.947,6.353,25.34
"1989-01-19",,3.731,7.803,15.11,129.7,1.947,6.347,25.4
"1989-01-20",,3.731,7.801,15.1,128.27,1.943,6.294,25.35
"1989-01-23",,3.731,7.799,15.11,127.8,1.943,6.278,25.35
"1989-01-24",,3.731,7.802,15.12,127.65,1.937,6.285,25.33
"1989-01-25",,3.731,7.802,15.13,127.73,1.939,6.292,25.35
"1989-01-26",,3.731,7.802,15.09,128.15,1.934,6.291,25.36
"1989-01-27",,3.731,7.803,15.12,129.24,1.936,6.334,25.38
"1989-01-30",,3.731,7.801,15.17,129.35,1.935,6.331,25.42
"1989-01-31",,3.731,7.799,15.18,130.5,1.933,6.36,25.41
"1989-02-01",,3.731,7.801,15.2,129.6,1.935,6.34,25.45
"1989-02-02",,3.731,7.802,15.18,129.15,1.931,6.353,25.44
"1989-02-03",,3.731,7.801,15.18,129.65,1.933,6.383,25.43
"1989-02-06",,3.731,7.801,15.23,129.65,1.932,6.382,25.49
"1989-02-07",,3.731,7.801,15.2,129.29,1.931,6.347,25.45
"1989-02-08",,3.731,7.801,15.2,129.6,1.926,6.37,25.43
"1989-02-09",,3.731,7.799,15.19,128.58,1.927,6.33,25.42
"1989-02-10",,3.731,7.799,15.19,128.49,1.929,6.333,25.36
"1989-02-13",,3.731,7.798,15.24,128.4,1.93,6.353,25.4
"1989-02-14",,3.731,7.803,15.22,126.73,1.93,6.305,25.38
